Game ID,Game Name,Platform,Genre,Release Date,Sales (Million $),Player Count (Million),Region,Age Group,Gender,Rating
GAME29793,Experience day plan.,Xbox,Shooter,2020-06-19,63.14,24.92,Australia,26-35,Female,6
GAME29794,The our.,PS5,Sports,2024-03-30,5.46,30.81,Asia,46+,Female,5
GAME29795,Ball television management.,PC,Adventure,2018-01-09,44.66,34.2,Australia,46+,Female,10
GAME29796,Sport before the.,Nintendo Switch,Shooter,2020-12-09,34.3,11.02,Asia,46+,Male,1
GAME29797,Word.,PS5,Action,2021-11-24,48.05,40.69,South America,26-35,Female,8
GAME29798,Participant state.,Mobile,Action,2020-02-08,15.07,44.33,Asia,36-45,Female,10
GAME29799,Bring answer.,Nintendo Switch,Action,2020-09-16,73.75,1.28,South America,26-35,Male,5
GAME29800,Discuss our field.,Mobile,Strategy,2020-01-08,61.58,40.97,Australia,26-35,Female,1
GAME29801,Bring.,PC,Shooter,2016-06-29,20.97,46.05,Asia,26-35,Female,9
GAME29802,Goal day contain.,Xbox,Adventure,2015-09-29,18.28,4.69,Asia,10-18,Male,2
GAME29803,Rate party gun draw.,Mobile,Action,2015-01-07,2.02,28.28,Asia,19-25,Female,2
GAME29804,Admit indicate central attorney.,Mobile,Sports,2018-07-27,86.88,38.0,Europe,10-18,Female,4
GAME29805,Maintain practice listen.,Xbox,Shooter,2021-05-10,88.32,19.81,Asia,10-18,Male,8
GAME29806,Not around.,PS5,Adventure,2018-07-27,57.1,34.76,Europe,10-18,Female,9
GAME29807,Send respond.,PS5,Adventure,2020-12-27,17.91,36.41,Europe,26-35,Female,2
GAME29808,Throw.,Nintendo Switch,Shooter,2019-07-21,84.73,22.91,North America,26-35,Male,6
GAME29809,Century certainly bit.,Mobile,Shooter,2018-03-06,79.5,25.22,Australia,46+,Male,4
GAME29810,Wear condition provide become.,Nintendo Switch,Shooter,2021-01-04,38.43,6.89,Asia,36-45,Male,10
GAME29811,Point society.,Xbox,Shooter,2021-04-26,5.1,40.86,Asia,10-18,Male,8
GAME29812,Cover far.,Nintendo Switch,Strategy,2016-10-26,45.49,7.79,North America,26-35,Male,9
GAME29813,Grow whether attention win.,Nintendo Switch,Action,2017-12-19,32.99,37.33,Australia,46+,Male,7
GAME29814,Rather mission bank.,Xbox,Sports,2016-07-30,28.71,19.64,North America,10-18,Female,2
GAME29815,Religious reach.,PS5,Strategy,2021-11-08,27.22,28.61,Australia,26-35,Male,8
GAME29816,History safe.,PS5,Adventure,2021-06-25,91.43,30.5,South America,36-45,Male,5
GAME29817,Strategy similar may.,Mobile,Adventure,2017-11-23,46.2,17.3,Asia,19-25,Male,7
GAME29818,Miss those.,Xbox,Strategy,2015-01-12,98.9,9.59,North America,46+,Female,9
GAME29819,Many lawyer wish city.,PC,Adventure,2016-03-05,37.84,5.34,South America,26-35,Male,3
GAME29820,Benefit fight phone similar.,PS5,Sports,2019-10-26,24.93,7.14,North America,36-45,Male,5
GAME29821,Story represent concern.,Mobile,Adventure,2021-11-27,62.1,9.55,Australia,46+,Male,2
GAME29822,Find mission.,Mobile,RPG,2023-12-30,30.4,40.31,Asia,19-25,Male,3
GAME29823,American if make.,Mobile,Strategy,2021-08-05,86.88,10.92,South America,19-25,Female,8
GAME29824,Something as indicate.,PS5,Sports,2021-09-08,55.36,11.08,Australia,10-18,Male,7
GAME29825,Increase American necessary.,Nintendo Switch,Adventure,2022-06-29,6.41,18.64,Europe,19-25,Female,5
GAME29826,Particular throw response.,PS5,Strategy,2021-10-26,74.17,7.07,South America,19-25,Female,1
GAME29827,Personal.,PC,Action,2014-10-24,56.11,5.59,Europe,36-45,Male,7
GAME29828,Picture him center.,PC,RPG,2020-10-21,35.47,34.28,Europe,36-45,Female,9
GAME29829,Ago investment heavy.,Xbox,Sports,2019-06-07,25.75,34.99,Asia,10-18,Female,8
GAME29830,Act general.,Nintendo Switch,Sports,2015-05-25,21.82,5.5,North America,46+,Female,1
GAME29831,Language process coach.,Mobile,Shooter,2023-08-07,89.97,39.11,Asia,10-18,Male,6
GAME29832,Thing time commercial.,Nintendo Switch,Strategy,2023-06-03,67.94,4.89,Asia,46+,Male,9
GAME29833,Bar.,Xbox,Sports,2019-11-08,56.75,49.7,Australia,36-45,Female,5
GAME29834,Wife cause case.,PC,Shooter,2015-03-26,23.23,21.83,North America,19-25,Male,9
GAME29835,Skill those.,Mobile,Action,2022-10-25,80.26,39.66,South America,10-18,Female,5
GAME29836,Hotel second church.,Nintendo Switch,RPG,2018-06-14,68.16,34.26,North America,46+,Male,7
GAME29837,Hard attorney product.,Xbox,Shooter,2016-01-27,46.81,45.18,Europe,26-35,Male,8
GAME29838,Kind worry television.,Nintendo Switch,RPG,2019-08-27,25.64,27.89,Europe,26-35,Male,7
GAME29839,Direction nearly boy.,Mobile,Strategy,2017-05-30,30.44,49.51,South America,46+,Male,3
GAME29840,Despite picture.,Xbox,Action,2018-04-06,26.78,16.15,Australia,10-18,Female,10
GAME29841,Before third.,Mobile,Shooter,2021-12-29,10.63,48.28,Australia,46+,Female,4
GAME29842,Room marriage.,PS5,Sports,2018-05-15,47.96,44.95,Europe,10-18,Male,5
GAME29843,Concern station.,Mobile,Shooter,2020-01-22,78.3,12.47,Europe,26-35,Female,10
GAME29844,Tend natural such.,Mobile,Action,2024-04-27,38.95,11.61,Asia,10-18,Male,9
GAME29845,Scene simple.,Nintendo Switch,Strategy,2021-11-25,25.84,16.79,South America,10-18,Male,2
GAME29846,Bank both however.,Nintendo Switch,Sports,2016-03-31,57.57,7.29,Asia,26-35,Male,8
GAME29847,Sound chance see road.,PS5,Adventure,2017-03-14,60.0,37.14,Australia,10-18,Female,6
GAME29848,Difficult TV.,PC,Adventure,2021-03-09,11.04,45.89,South America,46+,Male,5
GAME29849,Suggest affect work.,Mobile,Adventure,2020-03-14,18.49,27.23,Asia,36-45,Male,9
GAME29850,Nature building law only.,PC,RPG,2024-04-16,0.5,20.75,Europe,36-45,Male,8
GAME29851,Create what.,PS5,Adventure,2019-06-08,14.91,11.82,Australia,46+,Male,2
GAME29852,Everyone particular peace.,Mobile,Shooter,2020-07-31,95.39,0.13,North America,19-25,Male,8
GAME29853,Experience.,Mobile,Strategy,2016-01-08,59.11,12.65,Europe,36-45,Male,9
GAME29854,Cut say affect.,Nintendo Switch,Strategy,2017-05-28,71.57,23.79,Asia,19-25,Female,4
GAME29855,Try then fine black.,PC,Adventure,2024-05-02,84.46,7.1,Asia,36-45,Female,10
GAME29856,Skill today field.,PS5,RPG,2023-08-20,77.92,49.47,Australia,10-18,Male,3
GAME29857,Born action no.,PC,Action,2019-03-10,36.35,43.75,Australia,46+,Male,4
GAME29858,Garden school leader.,PC,Action,2023-04-17,62.07,34.75,North America,10-18,Male,9
GAME29859,Draw institution.,Xbox,Action,2020-07-16,87.58,27.25,Asia,10-18,Male,9
GAME29860,Lay here.,Mobile,Sports,2017-03-03,15.93,0.93,North America,26-35,Female,3
GAME29861,Push hotel.,PS5,Sports,2023-05-23,95.59,45.98,Europe,36-45,Male,6
GAME29862,Reality PM.,PS5,Shooter,2018-11-24,60.12,19.19,South America,26-35,Female,2
GAME29863,Writer into involve better.,Nintendo Switch,Adventure,2020-03-18,33.17,11.72,North America,19-25,Female,1
GAME29864,Conference laugh.,Xbox,Shooter,2021-08-27,70.48,26.85,South America,19-25,Female,10
GAME29865,Company much lose.,Mobile,RPG,2019-07-15,81.3,6.93,North America,10-18,Female,6
GAME29866,Traditional management bed.,Nintendo Switch,Strategy,2018-04-12,41.08,31.08,Asia,10-18,Female,9
GAME29867,Oil ok.,Nintendo Switch,Adventure,2020-12-11,26.1,45.66,Europe,36-45,Female,1
GAME29868,Everybody sea.,Xbox,Strategy,2022-01-04,10.31,12.24,North America,36-45,Male,6
GAME29869,Stage relate age.,Mobile,RPG,2015-08-30,3.74,37.65,North America,46+,Female,3
GAME29870,Right five.,PC,RPG,2024-06-15,51.82,32.3,South America,36-45,Male,9
GAME29871,Republican result unit.,Mobile,Strategy,2018-01-20,59.82,36.14,North America,19-25,Male,2
GAME29872,Fear create.,PC,Strategy,2020-02-12,44.31,38.62,Asia,36-45,Female,3
GAME29873,Official me member.,Xbox,Shooter,2016-01-12,28.6,34.84,North America,46+,Female,1
GAME29874,Factor consider view.,Mobile,Shooter,2018-05-03,58.24,27.4,South America,19-25,Female,4
GAME29875,Collection factor nature.,Xbox,Action,2017-12-21,64.99,29.02,South America,10-18,Female,9
GAME29876,Against until PM.,Xbox,Adventure,2023-02-08,43.89,34.82,Australia,19-25,Female,3
GAME29877,Very free Congress.,Nintendo Switch,Adventure,2019-11-14,27.62,20.8,South America,10-18,Female,6
GAME29878,Economy girl.,PS5,Adventure,2018-11-09,23.17,14.81,Australia,10-18,Male,8
GAME29879,Now wait.,Nintendo Switch,RPG,2022-05-31,65.62,3.44,Europe,19-25,Female,1
GAME29880,In around peace.,Xbox,Action,2022-09-22,6.44,39.05,Europe,19-25,Male,2
GAME29881,Someone opportunity.,Mobile,Action,2024-01-03,45.69,46.02,North America,10-18,Male,2
GAME29882,Near parent sign.,PS5,Strategy,2020-11-21,76.29,1.64,Australia,36-45,Female,6
GAME29883,Resource market no.,PS5,Shooter,2022-01-02,34.31,2.36,North America,36-45,Female,2
GAME29884,Later need study.,Xbox,Shooter,2017-09-28,17.33,22.82,Asia,36-45,Male,9
GAME29885,Cover wind large.,Mobile,RPG,2019-03-03,25.29,32.07,Europe,19-25,Male,2
GAME29886,Environment professor risk my.,Mobile,Sports,2023-10-05,70.06,41.9,Europe,26-35,Male,3
GAME29887,Mrs network.,Nintendo Switch,RPG,2022-01-29,39.37,29.62,Europe,26-35,Male,10
GAME29888,Decision nature ask.,PS5,Strategy,2014-11-29,99.59,0.71,Asia,46+,Female,1
GAME29889,Two account.,Xbox,Sports,2019-09-26,64.42,3.93,South America,19-25,Female,4
GAME29890,Alone similar.,PC,Action,2023-10-10,24.23,18.05,Australia,10-18,Female,8
GAME29891,Relate cultural good.,PC,Shooter,2020-07-18,17.99,27.55,Australia,36-45,Female,5
GAME29892,Trade here rich.,PS5,Action,2015-01-22,16.98,7.55,Asia,36-45,Female,4
GAME29893,Debate community lot energy.,Nintendo Switch,Sports,2016-04-06,28.33,17.43,South America,26-35,Male,3
GAME29894,Participant option free example.,Mobile,Action,2022-02-28,39.73,22.66,North America,10-18,Male,2
GAME29895,Seat cup sense sign.,Mobile,Adventure,2015-04-25,64.17,5.18,Australia,46+,Female,2
GAME29896,Operation.,Nintendo Switch,Strategy,2023-03-14,59.48,10.45,Europe,10-18,Male,10
GAME29897,Food.,Mobile,Action,2017-11-23,52.97,39.71,Asia,26-35,Male,3
GAME29898,Central throw.,Mobile,Strategy,2017-08-23,24.78,0.14,South America,36-45,Male,4
GAME29899,Size hundred.,Mobile,Action,2021-10-12,87.64,26.65,Europe,10-18,Female,8
GAME29900,Party hope.,Mobile,Adventure,2015-12-27,24.9,21.79,North America,19-25,Male,9
GAME29901,Station.,PC,RPG,2022-06-05,31.76,28.75,South America,10-18,Female,2
GAME29902,Authority inside.,Xbox,RPG,2018-07-20,64.82,6.64,South America,10-18,Male,8
GAME29903,Firm agency off.,Xbox,Shooter,2018-12-31,92.99,38.35,Australia,10-18,Male,2
GAME29904,Clear education out inside.,PS5,Sports,2024-03-13,41.62,29.06,Australia,46+,Male,4
GAME29905,Month eight avoid.,PS5,Shooter,2020-08-06,29.5,2.8,South America,26-35,Female,8
GAME29906,Store sport play.,PS5,Sports,2020-11-07,5.75,35.23,Asia,10-18,Male,10
GAME29907,Call ask near.,PC,Action,2017-12-11,10.34,17.87,Asia,26-35,Male,10
GAME29908,Million receive past.,Mobile,RPG,2019-02-10,89.13,38.63,North America,19-25,Female,9
GAME29909,Event state.,Nintendo Switch,Action,2020-08-15,24.2,43.34,North America,10-18,Female,1
GAME29910,Production reflect back.,Mobile,RPG,2019-01-10,23.72,36.99,South America,46+,Male,5
GAME29911,Charge system guess.,Nintendo Switch,Shooter,2019-03-31,35.15,49.94,North America,19-25,Female,1
GAME29912,Teacher billion necessary.,Nintendo Switch,RPG,2022-04-01,64.28,6.37,South America,19-25,Male,10
GAME29913,Crime beat theory.,PC,Adventure,2018-01-20,62.06,36.22,Europe,46+,Female,7
GAME29914,Want window.,PC,Adventure,2016-09-29,56.72,31.23,Asia,19-25,Female,10
GAME29915,Usually film.,Nintendo Switch,Adventure,2016-11-30,60.6,38.28,Australia,36-45,Female,6
GAME29916,Positive.,PS5,Adventure,2022-08-14,55.03,46.07,South America,36-45,Male,8
GAME29917,Perform party.,Xbox,Shooter,2016-02-27,73.82,33.93,South America,46+,Male,10
GAME29918,Begin if.,PS5,Action,2022-09-30,41.46,46.57,Europe,46+,Male,3
GAME29919,Become best specific should.,Nintendo Switch,Shooter,2018-02-11,93.17,4.41,North America,46+,Female,9
GAME29920,Simply service player.,Nintendo Switch,Strategy,2014-12-25,26.14,3.87,North America,10-18,Male,5
GAME29921,Begin candidate.,PS5,Shooter,2020-08-05,17.11,15.13,South America,19-25,Female,4
GAME29922,Leg he service.,PC,Adventure,2022-12-23,22.18,17.76,Asia,46+,Female,1
GAME29923,Run finally.,Mobile,Adventure,2019-06-10,91.91,42.1,North America,46+,Female,1
GAME29924,Talk federal.,Nintendo Switch,Adventure,2019-11-30,42.07,33.38,Europe,36-45,Female,3
GAME29925,Modern step.,PS5,Sports,2018-10-31,21.47,22.41,Australia,46+,Female,2
GAME29926,Travel full feeling.,Nintendo Switch,Sports,2019-08-17,20.46,5.57,South America,19-25,Male,10
GAME29927,Mean red.,PS5,Adventure,2019-01-04,42.41,49.64,Asia,10-18,Female,2
GAME29928,Paper usually plan.,Mobile,Shooter,2023-05-22,77.69,38.99,Europe,10-18,Female,3
GAME29929,Especially anything.,Nintendo Switch,Strategy,2019-12-16,10.83,19.15,Europe,46+,Female,8
GAME29930,Her.,Mobile,Action,2024-04-05,41.57,13.25,Asia,26-35,Female,8
GAME29931,Impact security author.,Nintendo Switch,RPG,2020-07-29,70.66,43.35,North America,26-35,Female,1
GAME29932,Front skill skill.,Xbox,Shooter,2018-03-20,6.07,10.02,South America,26-35,Female,4
GAME29933,Nor threat top.,Xbox,Action,2024-04-20,65.14,44.74,Asia,46+,Male,10
GAME29934,Fish doctor.,Xbox,Action,2017-05-28,80.64,28.42,Australia,19-25,Male,2
GAME29935,Action if.,PC,Sports,2016-08-13,17.43,22.04,North America,26-35,Female,9
GAME29936,Imagine.,PC,Adventure,2016-07-11,2.03,47.73,North America,26-35,Female,7
GAME29937,Security I young candidate.,Mobile,Action,2014-12-15,33.55,24.1,South America,10-18,Male,9
GAME29938,Speak certainly.,Xbox,RPG,2021-09-02,96.02,41.19,Europe,36-45,Male,7
GAME29939,Economy sit major.,Nintendo Switch,RPG,2019-10-09,85.9,26.02,Asia,46+,Male,8
GAME29940,Least exactly.,PC,RPG,2016-06-13,61.96,35.72,Asia,46+,Female,6
GAME29941,Difference.,PS5,Sports,2022-09-30,5.49,41.11,South America,19-25,Female,3
GAME29942,Sort peace suggest.,Mobile,Adventure,2023-08-27,69.01,17.62,Australia,19-25,Female,10
GAME29943,Level eat science.,PC,RPG,2019-11-05,15.85,36.27,Europe,36-45,Male,10
GAME29944,Each television force.,PC,Action,2018-09-09,75.45,15.8,Europe,26-35,Male,7
GAME29945,Particular hope.,PS5,Adventure,2015-07-13,45.24,6.81,Asia,19-25,Male,4
GAME29946,Business score professional.,Xbox,RPG,2024-09-23,20.62,11.47,Asia,36-45,Female,7
GAME29947,Last else.,Nintendo Switch,Shooter,2018-12-13,74.62,32.22,South America,46+,Male,5
GAME29948,Wide meeting suffer.,Mobile,Shooter,2023-05-17,43.27,9.42,Asia,10-18,Male,5
GAME29949,Write skin the population.,Mobile,Strategy,2024-04-09,59.14,25.37,Australia,10-18,Male,6
GAME29950,Newspaper choose fall.,Nintendo Switch,Strategy,2016-05-03,78.35,44.62,North America,36-45,Male,6
GAME29951,Street cut.,Nintendo Switch,Adventure,2021-11-02,85.61,10.55,North America,10-18,Male,4
GAME29952,Note.,Xbox,Shooter,2020-07-01,76.48,7.48,Asia,36-45,Female,5
GAME29953,Though within.,Xbox,Shooter,2019-08-26,57.75,41.98,Europe,36-45,Female,9
GAME29954,Dark blood current.,PC,Shooter,2018-02-10,69.76,7.89,Europe,10-18,Female,7
GAME29955,Answer contain north.,PS5,RPG,2021-12-23,66.24,1.91,Australia,10-18,Female,5
GAME29956,Movie price letter.,PS5,Sports,2015-04-19,13.45,25.93,North America,46+,Male,1
GAME29957,Population police forget.,PS5,Action,2020-05-13,98.52,0.99,Australia,46+,Male,4
GAME29958,Trouble.,Xbox,Action,2015-03-04,27.63,25.21,Australia,10-18,Male,9
GAME29959,About.,Mobile,Sports,2022-04-02,54.55,44.47,North America,26-35,Male,10
GAME29960,Glass also fish blood.,Nintendo Switch,Sports,2023-08-08,73.91,32.13,Australia,19-25,Female,8
GAME29961,Member evidence.,PC,Adventure,2024-06-21,15.63,47.79,Europe,10-18,Female,5
GAME29962,Difference.,Xbox,RPG,2019-10-16,39.55,26.68,Australia,26-35,Female,9
GAME29963,You election series.,Xbox,RPG,2016-11-04,99.85,46.06,Europe,10-18,Female,1
GAME29964,Ask enter memory exactly.,Mobile,Action,2015-12-26,28.99,23.74,South America,26-35,Female,5
GAME29965,Under interest.,Xbox,Strategy,2022-11-07,58.17,29.43,Australia,10-18,Male,4
GAME29966,Little recent.,Xbox,Strategy,2015-08-20,62.61,12.92,Australia,46+,Female,3
GAME29967,Only dinner.,Nintendo Switch,Action,2020-09-19,97.92,37.41,North America,10-18,Female,2
GAME29968,Agree behind.,Mobile,Action,2015-06-26,36.13,2.24,Europe,10-18,Female,5
GAME29969,See edge.,Xbox,Action,2022-03-09,8.68,9.8,Asia,10-18,Female,5
GAME29970,Although land society.,Mobile,Adventure,2017-03-06,85.09,2.24,Europe,26-35,Female,6
GAME29971,We rate much.,PS5,Strategy,2015-04-27,67.45,25.05,Australia,46+,Male,6
GAME29972,Pick glass.,PC,Adventure,2018-10-01,62.97,21.13,Australia,26-35,Male,3
GAME29973,Born common.,PC,Adventure,2022-10-29,88.2,38.72,South America,26-35,Male,7
GAME29974,Evidence day concern.,Xbox,Sports,2016-08-27,30.94,3.83,Asia,10-18,Female,8
GAME29975,Door certain.,PS5,RPG,2020-03-28,78.32,24.97,North America,19-25,Male,8
GAME29976,Treat key.,Mobile,Action,2022-07-18,25.38,39.62,Australia,46+,Female,6
GAME29977,End account.,Nintendo Switch,Shooter,2017-08-15,41.12,8.14,North America,26-35,Male,8
GAME29978,Black what above.,Mobile,Adventure,2021-06-28,90.13,35.19,Europe,10-18,Male,10
GAME29979,Need ask push.,PS5,Shooter,2017-02-07,22.0,2.84,South America,10-18,Female,2
GAME29980,Year value.,Mobile,Sports,2022-10-25,44.74,17.48,Asia,10-18,Female,7
GAME29981,Your hour.,Xbox,Shooter,2017-06-30,25.68,34.86,Europe,10-18,Female,10
GAME29982,What mission.,Nintendo Switch,Sports,2019-10-31,63.72,4.68,South America,26-35,Male,5
GAME29983,Officer your.,Xbox,Adventure,2018-03-05,11.94,38.79,Asia,26-35,Male,1
GAME29984,Best.,Mobile,Strategy,2021-09-07,98.21,46.71,South America,10-18,Male,9
GAME29985,Beautiful last.,Xbox,Sports,2014-10-26,34.26,5.07,North America,19-25,Female,7
GAME29986,Over alone himself law.,Xbox,Adventure,2023-09-01,23.66,49.33,South America,46+,Female,8
GAME29987,Mr color eight.,Xbox,Shooter,2024-01-14,41.43,15.13,Europe,26-35,Female,7
GAME29988,Find article.,Mobile,RPG,2022-09-25,49.65,10.29,North America,10-18,Male,4
GAME29989,Along difficult take.,Nintendo Switch,Sports,2016-12-25,7.97,9.26,North America,36-45,Male,1
GAME29990,Stay.,PC,Shooter,2023-09-04,89.25,31.5,North America,10-18,Female,6
GAME29991,Republican line two.,Xbox,RPG,2024-02-14,67.29,34.07,Europe,46+,Male,10
GAME29992,Subject cup dream meet.,Mobile,Shooter,2019-11-01,50.68,6.16,Asia,46+,Male,2
GAME29993,Your.,PC,RPG,2019-04-28,54.45,41.64,Europe,36-45,Male,9
GAME29994,Safe too seven.,Xbox,RPG,2020-10-29,23.45,48.67,Europe,19-25,Female,1
GAME29995,Let decide.,PC,Adventure,2019-11-25,97.29,44.09,Australia,36-45,Female,6
GAME29996,International room country.,Xbox,Shooter,2015-09-29,14.04,25.2,Europe,46+,Male,1
GAME29997,Hundred difference.,Nintendo Switch,Shooter,2021-10-29,82.41,17.66,South America,46+,Female,8
GAME29998,Anything family they.,PS5,Adventure,2016-04-30,99.16,9.27,North America,19-25,Male,5
GAME29999,Several cause alone.,PC,Shooter,2020-07-08,40.95,47.81,South America,36-45,Female,3
GAME30000,Within.,PS5,Shooter,2016-06-02,9.28,13.13,Australia,26-35,Female,10
GAME30001,Hold probably.,PS5,Adventure,2017-07-21,67.68,42.46,South America,10-18,Male,10
GAME30002,Official century.,PS5,Shooter,2017-11-05,52.1,22.67,South America,26-35,Female,10
GAME30003,Tonight car population.,Xbox,Action,2016-06-09,22.7,33.16,Europe,26-35,Female,8
GAME30004,Strategy since plan.,PC,Action,2019-01-21,33.77,1.67,Asia,10-18,Male,1
GAME30005,Arm community.,Mobile,Strategy,2022-02-17,15.05,40.85,Europe,26-35,Male,10
GAME30006,Hot.,Mobile,Shooter,2020-06-15,73.39,2.81,Europe,10-18,Female,2
GAME30007,Benefit student.,Nintendo Switch,Strategy,2018-02-23,64.76,13.33,Europe,10-18,Male,7
GAME30008,Record about east.,Nintendo Switch,RPG,2019-04-12,31.48,6.39,North America,10-18,Female,10
GAME30009,Executive president.,Mobile,Adventure,2018-07-04,12.59,44.03,Europe,26-35,Female,1
GAME30010,Century lay generation.,Mobile,Shooter,2022-11-01,54.33,31.33,Europe,36-45,Female,10
GAME30011,Follow.,Xbox,RPG,2015-07-10,40.73,28.26,North America,46+,Male,3
GAME30012,Mother want.,Nintendo Switch,Sports,2022-04-06,74.11,27.76,North America,36-45,Male,4
GAME30013,Ok president fact.,PS5,Strategy,2019-10-29,34.0,26.43,North America,19-25,Female,8
GAME30014,Camera knowledge.,Mobile,Sports,2020-02-10,54.59,13.9,Australia,10-18,Female,10
GAME30015,Pull situation.,Xbox,RPG,2020-06-03,67.03,49.19,North America,10-18,Male,5
GAME30016,System bit decide.,Nintendo Switch,Strategy,2020-11-12,3.45,23.21,North America,26-35,Male,9
GAME30017,Run outside baby deep.,Nintendo Switch,RPG,2018-05-10,65.47,5.66,Europe,19-25,Female,5
GAME30018,Really election.,Nintendo Switch,RPG,2024-06-23,70.99,32.95,Australia,26-35,Female,5
GAME30019,End board.,Xbox,Adventure,2020-02-07,73.13,25.97,South America,10-18,Female,2
GAME30020,Alone.,PC,Sports,2015-01-14,96.44,43.46,North America,10-18,Female,3
GAME30021,Kid recent.,PC,Action,2016-02-25,28.45,5.21,Europe,46+,Female,10
GAME30022,Management most.,PC,Strategy,2014-12-02,98.15,29.41,Asia,46+,Female,1
GAME30023,Book lose.,Mobile,Strategy,2020-10-08,92.74,14.0,Europe,36-45,Female,10
GAME30024,Brother need free.,Mobile,Sports,2022-01-05,58.23,20.29,South America,10-18,Female,4
GAME30025,Baby determine.,PC,Action,2023-08-12,63.45,39.24,Australia,46+,Male,8
GAME30026,Whose point nation.,Xbox,Action,2020-07-19,10.96,34.43,Australia,36-45,Female,7
GAME30027,West necessary.,PS5,RPG,2023-10-20,0.81,13.62,South America,19-25,Female,9
GAME30028,Will.,PC,Adventure,2015-10-22,26.55,4.19,Europe,19-25,Female,8
GAME30029,Major.,PC,Sports,2018-02-25,5.5,29.26,North America,19-25,Female,2
GAME30030,Parent agree.,PC,Action,2017-02-09,26.69,23.68,North America,46+,Male,8
GAME30031,General reality shoulder.,Mobile,Sports,2020-07-22,13.33,46.5,Asia,36-45,Female,2
GAME30032,Film purpose Congress.,PC,Shooter,2018-03-26,31.99,1.17,North America,46+,Male,8
GAME30033,Treatment decision.,Nintendo Switch,Sports,2018-10-13,42.06,48.17,North America,19-25,Female,2
GAME30034,Newspaper sell sense.,PS5,Adventure,2021-12-22,54.48,46.11,South America,36-45,Male,1
GAME30035,Green.,PC,RPG,2020-05-30,31.01,40.35,Asia,10-18,Female,8
GAME30036,Outside certain environmental.,Nintendo Switch,Action,2023-03-07,43.25,42.3,North America,10-18,Male,6
GAME30037,Population population.,Xbox,Sports,2021-12-26,37.31,13.46,Asia,36-45,Male,1
GAME30038,Morning mission.,Nintendo Switch,Adventure,2018-06-24,45.25,21.53,Asia,19-25,Female,3
GAME30039,Guy all begin.,Nintendo Switch,Shooter,2018-12-23,51.86,18.49,Asia,19-25,Female,9
GAME30040,New research model.,Mobile,Adventure,2022-01-18,41.84,9.51,Australia,26-35,Female,9
GAME30041,Seem want.,PC,Adventure,2019-08-12,58.26,23.38,Europe,36-45,Male,3
GAME30042,Friend speech court section.,PS5,Shooter,2021-07-11,18.49,27.9,South America,46+,Female,7
GAME30043,Anything economy.,Nintendo Switch,Strategy,2022-04-09,29.96,42.05,South America,46+,Female,9
GAME30044,Relate ability somebody.,Nintendo Switch,RPG,2023-05-18,43.25,28.05,North America,36-45,Male,8
GAME30045,Now.,PC,RPG,2024-08-09,91.02,17.94,North America,46+,Male,6
GAME30046,Design.,PS5,Strategy,2022-10-25,22.86,31.09,South America,26-35,Female,9
GAME30047,Station force.,PC,Adventure,2023-04-22,65.82,32.59,South America,46+,Female,9
GAME30048,Woman risk project.,PS5,RPG,2016-09-02,33.17,33.2,Asia,26-35,Female,6
GAME30049,Whatever support simple early.,Xbox,Adventure,2016-09-16,51.32,3.35,Australia,36-45,Male,8
GAME30050,Attorney condition medical.,Nintendo Switch,Shooter,2018-12-05,8.28,34.1,Australia,46+,Female,2
GAME30051,Next hit break.,Xbox,Adventure,2018-08-26,76.68,30.14,Australia,10-18,Female,7
GAME30052,Field unit.,PS5,RPG,2020-01-28,45.36,44.44,Asia,10-18,Male,9
GAME30053,Gun though room.,Nintendo Switch,Shooter,2021-02-16,68.51,24.13,South America,36-45,Male,3
GAME30054,Character full.,PC,Shooter,2018-05-27,46.08,45.42,South America,10-18,Male,3
GAME30055,Our.,Xbox,Shooter,2015-06-16,45.12,0.87,North America,46+,Female,9
GAME30056,Focus long.,Xbox,Sports,2017-05-05,95.56,35.64,Europe,26-35,Female,9
GAME30057,Window religious.,Mobile,Sports,2018-05-11,77.15,41.21,Asia,46+,Female,1
GAME30058,Bag position wide.,Mobile,Action,2016-02-08,47.4,40.23,Australia,46+,Female,2
GAME30059,Light.,PS5,Adventure,2019-07-02,31.59,38.43,Asia,26-35,Male,3
GAME30060,Almost station.,PS5,Strategy,2023-05-07,24.28,25.77,Australia,36-45,Male,8
GAME30061,Book line.,PC,Sports,2018-09-12,73.91,29.08,Australia,10-18,Male,2
GAME30062,Development.,Xbox,Strategy,2016-10-25,50.84,19.15,Australia,46+,Female,6
GAME30063,But international sea whether.,PS5,Strategy,2020-04-20,83.94,19.71,North America,26-35,Female,1
GAME30064,Sort anyone.,Nintendo Switch,Strategy,2020-07-05,79.58,7.2,Asia,26-35,Female,6
GAME30065,Job quickly sure.,Mobile,Sports,2023-05-20,55.09,33.87,South America,36-45,Female,7
GAME30066,Gas first option.,PS5,Strategy,2021-02-15,26.51,46.04,Europe,36-45,Female,9
GAME30067,Those.,PC,Adventure,2016-02-03,79.29,44.94,Europe,10-18,Male,2
GAME30068,Past their international.,Xbox,RPG,2020-04-19,64.12,0.3,Asia,19-25,Female,9
GAME30069,Series among.,Mobile,Action,2023-07-12,95.42,5.06,Europe,10-18,Male,7
GAME30070,Newspaper which image.,PS5,Shooter,2016-05-06,72.63,21.04,North America,26-35,Female,7
